Very Good his mrp is 57 rupees good i bought in 54 rupees good product....than others
Terrific very nice quality
Must buy! wonderful.... Best product...
Awesome nice
Brilliant This is a ideal product for which it's made.
Very Good good
Wonderful very good product
Very Good good
Excellent nice very nice
Great product good quality.... got genuine product
Fabulous! Good quality nice product
Terrific purchase goodone
Awesome Super
Nice Not bad
Fabulous! product are awsomeQuilty good
Brilliant very good.original taparia product
Awesome super
Pretty good Good
